Accession,SRA_Accession,Release_Date,Species,Genus,Family,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Authors,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MW035402,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dodge county",WI,Homo sapiens,oronasopharynx,8/20/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1231/2020, complete genome"
MW035403,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/17/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1232/2020, complete genome"
MW035404,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/17/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1233/2020, complete genome"
MW035405,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/14/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1234/2020, complete genome"
MW035406,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/17/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1235/2020, complete genome"
MW035407,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/14/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1236/2020, complete genome"
MW035408,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/18/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1237/2020, complete genome"
MW035409,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/17/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1238/2020, complete genome"
MW035410,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Green county",WI,Homo sapiens,oronasopharynx,8/19/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1239/2020, complete genome"
MW035411,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/17/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1240/2020, complete genome"
MW035412,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/17/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1241/2020, complete genome"
MW035413,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/18/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1242/2020, complete genome"
MW035414,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/19/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1243/2020, complete genome"
MW035415,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/17/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1244/2020, complete genome"
MW035416,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/18/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1245/2020, complete genome"
MW035418,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/15/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1247/2020, complete genome"
MW035419,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/19/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1248/2020, complete genome"
MW035420,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/17/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1249/2020, complete genome"
MW035422,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Green county",WI,Homo sapiens,oronasopharynx,8/18/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1251/2020, complete genome"
MW035423,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/16/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1252/2020, complete genome"
MW035425,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,8/16/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1254/2020, complete genome"
MW035426,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Green county",WI,Homo sapiens,oronasopharynx,8/20/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1255/2020, complete genome"
MW035427,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/16/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1256/2020, complete genome"
MW035428,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/14/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1257/2020, complete genome"
MW035429,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/23/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1258/2020, complete genome"
MW035430,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Rock county",WI,Homo sapiens,oronasopharynx,8/22/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1259/2020, complete genome"
MW035431,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/21/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1260/2020, complete genome"
MW035432,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/25/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1261/2020, complete genome"
MW035433,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/24/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1262/2020, complete genome"
MW035434,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/23/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1263/2020, complete genome"
MW035435,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/21/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1264/2020, complete genome"
MW035436,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/25/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1266/2020, complete genome"
MW035437,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/24/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1267/2020, complete genome"
MW035438,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dodge county",WI,Homo sapiens,oronasopharynx,8/25/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1268/2020, complete genome"
MW035439,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Iowa county",WI,Homo sapiens,oronasopharynx,8/25/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1269/2020, complete genome"
MW035440,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/24/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1270/2020, complete genome"
MW035441,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/21/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1271/2020, complete genome"
MW035442,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Columbia county",WI,Homo sapiens,oronasopharynx,8/21/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1272/2020, complete genome"
MW035443,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/22/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1273/2020, complete genome"
MW035444,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/25/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1274/2020, complete genome"
MW035445,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/24/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1275/2020, complete genome"
MW035446,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/24/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1276/2020, complete genome"
MW035447,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/24/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1277/2020, complete genome"
MW035448,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/21/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1278/2020, complete genome"
MW035449,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/21/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1279/2020, complete genome"
MW035450,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/25/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1280/2020, complete genome"
MW035451,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/22/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1281/2020, complete genome"
MW035452,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dodge county",WI,Homo sapiens,oronasopharynx,8/25/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1282/2020, complete genome"
MW035453,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,8/21/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1283/2020, complete genome"
MW035454,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,9/11/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1284/2020, complete genome"
MW035455,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,9/12/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1285/2020, complete genome"
MW035456,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Jefferson county",WI,Homo sapiens,oronasopharynx,8/31/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1286/2020, complete genome"
MW035458,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Jefferson county",WI,Homo sapiens,oronasopharynx,9/2/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1288/2020, complete genome"
MW035459,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: New York, Nassau county",NY,Homo sapiens,oronasopharynx,9/1/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-UW-1289/2020, complete genome"
MW035460,,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29773,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,9/2/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1290/2020, complete genome"
