Accession,SRA_Accession,Release_Date,Species,Genus,Family,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Authors,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MT646116,SRR12447414,2020-06-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",,USA: Maryland,MD,Homo sapiens,oronasopharynx,3/30/2020,SAMN15691619,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MD-HP00158/2020, complete genome"
MT646117,"SRR12447395,SRR12447504",2020-06-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",,USA: DC,DC,Homo sapiens,oronasopharynx,3/7/2020,SAMN15691629,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/DC-HP00054/2020, complete genome"
MT646120,SRR12447434,2020-06-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",,USA: DC,DC,Homo sapiens,oronasopharynx,3/21/2020,SAMN15691655,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/DC-HP00137/2020, complete genome"
MT635255,SRR11648010,2020-06-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Fauver,J.R., Petrone,M.E., Hodcroft,E.B., Shioda,K., Ehrlich,H.Y., Watts,A.G., Vogels,C.B.F., Brito,A.F., Alpert,T., Muyombwe,A., Razeq,J., Downing,R., Cheemarla,N.R., Wyllie,A.L., Kalinich,C.C., Ott,I., Quick,J., Loman,N.J., Neugebauer,K.M., Greninger,A.L., Jerome,K.R., Roychoundhury,P., Xie,H., Shrestha,L., Huang,M.L., Pitzer,V.E., Iwasaki,A., Omer,S.B., Khan,K., Bogoch,I., Martinello,R.A., Foxman,E.F., Landry,M.L., Neher,R.A., Ko,A.I., Grubaugh,N.D.",32511630,USA: Connecticut,CT,Homo sapiens,oronasopharynx,4/4/2020,SAMN14603734,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-066/2020, complete genome"
MT365025,,2020-06-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29881,GenBank,complete,,,"Rouchka,E.C., Chariker,J.H., Chung,D., Ramirez,J., Palmer,K.E., Lasnik,A.B., Carrico,R., Arnold,F.W., Adcock,R.S., Zhang,M., Alejandro,B., Wolf,L.A., Hwang,J.Y., Park,J.W., Waigel,S., Zacharias,W.",,USA: KY,KY,Homo sapiens,oronasopharynx,3/18/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/USA-KY-9A06/2020, complete genome"
MT365026,,2020-06-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29888,GenBank,complete,,,"Rouchka,E.C., Chariker,J.H., Chung,D., Ramirez,J., Palmer,K.E., Lasnik,A.B., Carrico,R., Arnold,F.W., Adcock,R.S., Zhang,M., Alejandro,B., Wolf,L.A., Hwang,J.Y., Park,J.W., Waigel,S., Zacharias,W.",,USA: KY,KY,Homo sapiens,oronasopharynx,3/18/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/USA-KY-9A10/2020, complete genome"
MT365027,,2020-06-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29888,GenBank,complete,,,"Rouchka,E.C., Chariker,J.H., Chung,D., Ramirez,J., Palmer,K.E., Lasnik,A.B., Carrico,R., Arnold,F.W., Adcock,R.S., Zhang,M., Alejandro,B., Wolf,L.A., Hwang,J.Y., Park,J.W., Waigel,S., Zacharias,W.",,USA: KY,KY,Homo sapiens,oronasopharynx,3/18/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/USA-KY-9E09/2020, complete genome"
MT598171,SRR12348289,2020-06-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29836,GenBank,complete,,,"SEARCH Alliance,S.D., Clarke,C., Vanderpool,M., Mueller,T., Malicki,D.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,3/21/2020,SAMN15669456,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0007-SAN/2020, complete genome"
MT598172,,2020-06-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"SEARCH Alliance,S.D.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,3/18/2020,SAMN15669432,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MG0987/2020, complete genome"
MT598173,SRR12348278,2020-06-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29755,GenBank,complete,,,"SEARCH Alliance,S.D.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,3/24/2020,SAMN15669457,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0016-SAN/2020, complete genome"
MT598174,SRR12348267,2020-06-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29891,GenBank,complete,,,"SEARCH Alliance,S.D.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,3/24/2020,SAMN15669458,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0017-SAN/2020, complete genome"
MT598175,SRR12348421,2020-06-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29819,GenBank,complete,,,"SEARCH Alliance,S.D.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,4/28/2020,SAMN15669509,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0175-SAN/2020, complete genome"
MT598176,SRR12348420,2020-06-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29798,GenBank,complete,,,"SEARCH Alliance,S.D.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,4/29/2020,SAMN15669510,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0176-SAN/2020, complete genome"
MT598177,SRR12348357,2020-06-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29826,GenBank,complete,,,"SEARCH Alliance,S.D.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,5/4/2020,SAMN15669602,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0217-SAN/2020, complete genome"
MT598178,SRR12348284,2020-06-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29864,GenBank,complete,,,"SEARCH Alliance,S.D.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,5/8/2020,SAMN15669671,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0341-SAN/2020, complete genome"
MT520172,SRR11954123,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29860,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/22/2020,SAMN14939043,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_MGH_00568/2020, complete genome"
MT520173,SRR11953755,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29834,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/1/2020,SAMN14938852,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_MGH_00277/2020, complete genome"
MT520174,SRR11953720,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29877,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/4/2020,SAMN14938936,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_MGH_00461/2020, complete genome"
MT520176,SRR11954219,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29845,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/25/2020,SAMN14938625,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_MGH_00016/2020, complete genome"
MT520177,SRR11954173,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29855,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/25/2020,SAMN14938627,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_MGH_00018/2020, complete genome"
MT520178,SRR11954022,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29870,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/7/2020,SAMN14938901,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_MGH_00426/2020, complete genome"
MT520180,SRR11953673,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29865,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/25/2020,SAMN14938650,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_MGH_00042/2020, complete genome"
MT520181,SRR11954038,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29871,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/7/2020,SAMN14939181,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_MGH_00707/2020, complete genome"
MT520182,SRR11953959,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29838,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/26/2020,SAMN14938737,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_MGH_00157/2020, complete genome"
MT520183,SRR11953830,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29833,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/27/2020,SAMN14938788,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_MGH_00208/2020, complete genome"
MT520184,SRR11953848,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29866,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/25/2020,SAMN14938675,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_MGH_00067/2020, complete genome"
MT520185,SRR11954117,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29841,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/27/2020,SAMN14938960,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_MGH_00485/2020, complete genome"
MT520186,SRR11954136,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29830,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/25/2020,SAMN14938639,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_MGH_00031/2020, complete genome"
MT520187,SRR11953685,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29891,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/7/2020,SAMN14939182,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_MGH_00708/2020, complete genome"
MT520188,SRR11953756,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29844,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/27/2020,SAMN14938764,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_MGH_00184/2020, complete genome"
MT520189,SRR11953763,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29872,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/26/2020,SAMN14938723,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_MGH_00143/2020, complete genome"
MT520191,SRR11954261,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29860,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/4/2020,SAMN14938915,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_MGH_00440/2020, complete genome"
MT520192,SRR11953999,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29856,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/7/2020,SAMN14938892,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_MGH_00417/2020, complete genome"
MT520193,SRR11953926,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29853,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/22/2020,SAMN14939152,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_MGH_00678/2020, complete genome"
